Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
France,France,1989,BiocapPerCap,0.199320743610925,0,1.17547174950288,0.126409147606876,0.994900131087558,0.25370823651869,2.74981000832693,3A,FR
France,France,1989,EFConsPerCap,0.199320743610925,3.16624445334558,1.2032193741354,0.279277838131563,0.787685849782922,0.459868007214301,6.09561626622069,3A,FR
France,France,1990,BiocapPerCap,0.196650060199,0,1.16881529388852,0.125643230332535,0.990710210077037,0.24879094340695,2.73060973790404,3A,FR
France,France,1990,EFConsPerCap,0.196650060199,3.08024643550933,1.20374873167033,0.272001639524999,0.810429118683041,0.456291286805548,6.01936727239225,3A,FR
France,France,1991,BiocapPerCap,0.208673728880893,0,1.26695969641658,0.125146419123061,0.993256785296154,0.245396229894337,2.83943285961103,3A,FR
France,France,1991,EFConsPerCap,0.208673728880893,3.08208043279641,1.33521831061579,0.249629782989732,0.800526142549723,0.485793259082948,6.1619216569155,3A,FR
France,France,1992,BiocapPerCap,0.202826090984191,0,1.22757729053405,0.126143414309741,1.00529403663693,0.24545344928858,2.80729428175349,3A,FR
France,France,1992,EFConsPerCap,0.202826090984191,2.85960584401726,1.24915867949456,0.249892629995718,0.807243865821209,0.476533025397036,5.84526013570998,3A,FR
France,France,1993,BiocapPerCap,0.182823336561606,0,1.21923027455798,0.125592565281611,1.00767877285151,0.240367431811695,2.7756923810644,3A,FR
France,France,1993,EFConsPerCap,0.182823336561606,2.63717812761498,1.20970006403385,0.242193768929327,0.748484704845935,0.444997363272272,5.46537736525797,3A,FR
France,France,1994,BiocapPerCap,0.188095110522787,0,1.26402984751904,0.12502564331871,1.01208267404595,0.237098978831156,2.82633225423764,3A,FR
France,France,1994,EFConsPerCap,0.188095110522787,2.88852935607853,1.30286349042543,0.243712321257497,0.781253591093301,0.462623305776934,5.86707717515448,3A,FR
France,France,1995,BiocapPerCap,0.188437190178242,0,1.25672952524542,0.124341533206961,1.01552586018147,0.234055326820526,2.81908943563262,3A,FR
France,France,1995,EFConsPerCap,0.188437190178242,2.98264584104454,1.27353911761079,0.237662817065379,0.781631830825167,0.432913307800514,5.89683010452464,3A,FR
France,France,1996,BiocapPerCap,0.211562429460644,0,1.36221962871522,0.123788486199219,1.01737396168459,0.231878089719721,2.94682259577939,3A,FR
France,France,1996,EFConsPerCap,0.211562429460644,3.06205360055881,1.37095833640099,0.235274596286358,0.721539280912295,0.384625070956525,5.98601331457562,3A,FR
France,France,1997,BiocapPerCap,0.209746108337562,0,1.30165255425564,0.123249142108104,1.01881988187693,0.229242954007043,2.88271064058529,3A,FR
France,France,1997,EFConsPerCap,0.209746108337562,2.93442390017501,1.27350933060907,0.229742977965084,0.73951394795524,0.391147878852695,5.77808414389466,3A,FR
France,France,1998,BiocapPerCap,0.228197966985307,0,1.40841502006157,0.122867069596429,1.02052964912186,0.227010759306543,3.0070204650717,3A,FR
France,France,1998,EFConsPerCap,0.228197966985307,3.06775034987336,1.40501667536992,0.235681598907579,0.789225240103124,0.397937748782737,6.12380958002202,3A,FR
France,France,1999,BiocapPerCap,0.220543960289038,0,1.38140789772809,0.122403963998787,1.01932096558732,0.22484533954555,2.96852212714879,3A,FR
France,France,1999,EFConsPerCap,0.220543960289038,3.20286012487265,1.3541977832258,0.23065158119368,0.780656303809743,0.382474281135576,6.17138403452649,3A,FR
France,France,2000,BiocapPerCap,0.217839788650646,0,1.36998906379669,0.121885468938854,1.018254764272,0.221935957460156,2.94990504311835,3A,FR
France,France,2000,EFConsPerCap,0.217839788650646,3.31434526192517,1.3495010003135,0.229948923765035,0.869400517772477,0.38785215524177,6.3688876476686,3A,FR
France,France,2001,BiocapPerCap,0.196970724807048,0,1.27741074233555,0.121370516180254,1.02695537832843,0.216734782112206,2.8394421437635,3A,FR
France,France,2001,EFConsPerCap,0.196970724807048,3.44681552406574,1.26727645841467,0.243206022048002,0.778516599132418,0.365948665941748,6.29873399440962,3A,FR
France,France,2002,BiocapPerCap,0.224557148254011,0,1.42962055960881,0.120789504596699,1.02747304609528,0.214146676276381,3.01658693483118,3A,FR
France,France,2002,EFConsPerCap,0.224557148254011,3.10236308755785,1.45238424086369,0.254190585117729,0.708743010389437,0.354672081980882,6.0969101541636,3A,FR
France,France,2003,BiocapPerCap,0.194058110543174,0,1.2450294831615,0.119568167552042,1.02333061769383,0.211645819932529,2.79363219888308,3A,FR
France,France,2003,EFConsPerCap,0.194058110543174,3.1393069582088,1.18861588754178,0.245950727698839,0.667473187899169,0.332175011188516,5.76757988308028,3A,FR
France,France,2004,BiocapPerCap,0.224044431279975,0,1.39475019867111,0.118617378776388,1.02100064374545,0.209166455266068,2.96757910773899,3A,FR
France,France,2004,EFConsPerCap,0.224044431279975,3.23613688817016,1.39378422165033,0.229891083579301,0.670232234017707,0.333129576532787,6.08721843523026,3A,FR
France,France,2005,BiocapPerCap,0.217467284488764,0,1.36095798246162,0.11744190650538,1.02028252280305,0.205537647013834,2.92168734327266,3A,FR
France,France,2005,EFConsPerCap,0.217467284488764,3.28487562213015,1.33224094673003,0.244284793159937,0.623931981633772,0.336290353591653,6.03909098173431,3A,FR
France,France,2006,BiocapPerCap,0.209296600462526,0,1.28864998606426,0.116430880358147,1.02057102635662,0.204446715508008,2.83939520874956,3A,FR
France,France,2006,EFConsPerCap,0.209296600462526,3.22789322601373,1.2813361890546,0.239795974312852,0.656553399034574,0.332183645723203,5.94705903460149,3A,FR
France,France,2007,BiocapPerCap,0.206166682093579,0,1.24521554526862,0.115487925969562,1.01960237568094,0.20315999586726,2.78963252487996,3A,FR
France,France,2007,EFConsPerCap,0.206166682093579,3.45980771285894,1.27895629836447,0.225752439767406,0.653982000522553,0.332738086099558,6.1574032197065,3A,FR
France,France,2008,BiocapPerCap,0.226737817650186,0,1.31611427983192,0.115049067847344,1.01761581960244,0.202207241424852,2.87772422635674,3A,FR
France,France,2008,EFConsPerCap,0.226737817650186,3.42508146073079,1.38142312991157,0.209844731009277,0.629974920962592,0.329376229647795,6.20243828991222,3A,FR
France,France,2009,BiocapPerCap,0.231704437753868,0,1.32702055736862,0.114386079369407,1.01422012393559,0.200442997245942,2.88777419567343,3A,FR
France,France,2009,EFConsPerCap,0.231704437753868,3.02758183515669,1.38794281757652,0.214013504277731,0.591659761189349,0.329222537721427,5.78212489367558,3A,FR
France,France,2010,BiocapPerCap,0.232848357978039,0,1.31527340183185,0.113420699565249,1.01359036813377,0.198766555344452,2.87389938285336,3A,FR
France,France,2010,EFConsPerCap,0.232848357978039,3.19355215781907,1.31265500603776,0.216906573667945,0.614874055306505,0.316791593703238,5.88762774451257,3A,FR
France,France,2011,BiocapPerCap,0.219641858021897,0,1.23436812069797,0.112680910865635,1.0100471738129,0.197471609638814,2.77420967303721,3A,FR
France,France,2011,EFConsPerCap,0.219641858021897,3.22408379637084,1.2148691715116,0.24384131181137,0.561234278471867,0.291416256208886,5.75508667239646,3A,FR
France,France,2012,BiocapPerCap,0.227981319509212,0,1.27452208580775,0.111628076928469,1.00779314318379,0.194757202569064,2.81668182799828,3A,FR
France,France,2012,EFConsPerCap,0.227981319509212,3.11665229456402,1.2959561979325,0.196068491140097,0.548021543288816,0.295542847355076,5.68022269378973,3A,FR
France,France,2013,BiocapPerCap,0.217580789489865,0,1.22316166223654,0.111137221340657,1.00534680556655,0.191650485553044,2.74887696418665,3A,FR
France,France,2013,EFConsPerCap,0.217580789489865,3.07518855520788,1.19815997988611,0.207957220558335,0.552181637507494,0.293588364732924,5.54465654738262,3A,FR
France,France,2014,BiocapPerCap,0.230913882249609,0,1.29694098481874,0.110704827208713,1.00472609560393,0.189555146767409,2.83284093664841,3A,FR
France,France,2014,EFConsPerCap,0.230913882249609,2.82318557394852,1.31844366778577,0.22450604986685,0.535462296008173,0.290835282107254,5.42334675196618,3A,FR
France,France,2015,BiocapPerCap,0.230130384061286,0,1.32845413071144,0.110208715086104,1.00327060633698,0.18407097547573,2.85613481167154,3A,FR
France,France,2015,EFConsPerCap,0.230130384061286,2.82698395226337,1.31650220286233,0.234856290906297,0.525011144138746,0.276289541744856,5.40977351597688,3A,FR
France,France,2016,BiocapPerCap,0.181104984128629,0,1.01878809438899,0.110125808474784,1.00360316974456,0.186410942943715,2.50003299968068,3A,FR
France,France,2016,EFConsPerCap,0.181104984128629,2.7824358127455,0.965122346248403,0.240064948592026,0.533693132854485,0.272345915212842,4.97476713978189,3A,FR
France,France,2017,BiocapPerCap,0.221795354950249,0,1.26119743227196,0.109875511398213,1.00673468143723,0.185458819688147,2.78506179974579,3A,FR
France,France,2017,EFConsPerCap,0.221795354950249,2.89466926826841,1.30853815447731,0.240841266454326,0.525942381131392,0.265320031604252,5.45710645688593,3A,FR
France,France,2018,BiocapPerCap,0.206440125687996,0,1.18153331146606,0.109629228313285,1.00716089054407,0.185671769186976,2.69043532519839,3A,FR
France,France,2018,EFConsPerCap,0.206440125687996,2.69073236514574,1.15594004238991,0.239522718152836,0.531941835941535,0.264135281950371,5.08871236926838,3A,FR
France,France,2019,BiocapPerCap,0.219644159707976,0,1.25092773715248,0.109500424176699,1.0090996494394,0.186471172727778,2.77564314320433,3A,FR
France,France,2019,EFConsPerCap,0.219644159707976,2.73374339028896,1.26067639686945,0.231472143945024,0.527308656225546,0.268049550728608,5.24089429776556,3A,FR
France,France,2020,BiocapPerCap,0.184511261609109,0,1.04321637562135,0.109434427923362,1.01072580172637,0.187210445970848,2.53509831285103,3A,FR
France,France,2020,EFConsPerCap,0.184511261609109,2.44486570371807,1.00124178510677,0.217537597499869,0.509716980020859,0.253442444536313,4.61131577249099,3A,FR
France,France,2021,BiocapPerCap,0.213306449747428,0,1.19232619185192,0.109566965048452,1.01411441616414,0.187437178405664,2.71675120121761,3A,FR
France,France,2021,EFConsPerCap,0.213306449747428,2.76865654214541,1.21390812896669,0.236080365325906,0.534213823637165,0.263004580626074,5.22916989044867,3A,FR
France,France,2022,BiocapPerCap,0.193783236776067,0,1.08333182861763,0.109380597206791,1.01238945905819,0.187118357286807,2.58600347894549,3A,FR
France,France,2022,EFConsPerCap,0.193783236776067,2.74976030921089,1.06125373577123,0.236518063831472,0.544147043268273,0.276983013554087,5.06244540241202,3A,FR
France,France,2023,BiocapPerCap,0.193346719836579,0,1.08089151075451,0.109134206010491,1.01010894627705,0.18669685368307,2.5801782365617,3A,FR
France,France,2023,EFConsPerCap,0.193346719836579,2.51426570031405,1.05884960643718,0.235985403037779,0.542921295335114,0.276359080445226,4.82172780540593,3A,FR
France,France,2024,BiocapPerCap,0.19292135552944,0,1.07851354091384,0.108894109897332,1.00788669863597,0.186286119133867,2.57450182411045,3A,FR
France,France,2024,EFConsPerCap,0.19292135552944,2.46794853697736,1.05652304168521,0.235466365253676,0.541726864207364,0.275751088290642,4.77033725194369,3A,FR
