Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
France,France,1961,BiocapPerCap,0.0752830614042067,0,0.755169595568938,0.159894175216871,0.961800545181916,0.356482546491683,2.30862992386361,3A,FR
France,France,1961,EFConsPerCap,0.0752830614042067,2.24658692496884,0.84561280520239,0.241682417552145,0.469242319058159,0.587098108785234,4.46550563697097,3A,FR
France,France,1962,BiocapPerCap,0.0885106491785917,0,0.8541001328352,0.158027582413248,0.96406078419927,0.351738535945724,2.41643768457203,3A,FR
France,France,1962,EFConsPerCap,0.0885106491785917,2.32837910882235,0.97745998190656,0.233386445278461,0.466786446709962,0.579552871263892,4.67407550315981,3A,FR
France,France,1963,BiocapPerCap,0.0889524712708153,0,0.855224496368542,0.156301999209527,0.95883924255054,0.347472255254802,2.40679046465423,3A,FR
France,France,1963,EFConsPerCap,0.0889524712708153,2.29704521910304,0.957131182577363,0.236740020908215,0.470222466810104,0.556206343070667,4.60629770374021,3A,FR
France,France,1964,BiocapPerCap,0.0916756370145972,0,0.843896696322752,0.154428586248287,0.959627237802479,0.345407809713085,2.3950359671012,3A,FR
France,France,1964,EFConsPerCap,0.0916756370145972,2.3255566731727,0.945479828107116,0.246242554909836,0.498513269175022,0.563027089497407,4.67049505187668,3A,FR
France,France,1965,BiocapPerCap,0.102324202701158,0,0.904731166814823,0.152532927049024,0.981760280261538,0.343791490194637,2.48514006702118,3A,FR
France,France,1965,EFConsPerCap,0.102324202701158,2.20101643887883,1.01087634572053,0.260556455062077,0.480404168267676,0.567357627467227,4.6225352380975,3A,FR
France,France,1966,BiocapPerCap,0.091561732295032,0,0.796992433354224,0.150527841289017,1.00051656373329,0.341577958318634,2.38117652899019,3A,FR
France,France,1966,EFConsPerCap,0.091561732295032,2.33469942122626,0.897554267720467,0.267785020228995,0.536609126270612,0.558411072196274,4.68662063993764,3A,FR
France,France,1967,BiocapPerCap,0.112282409990878,0,0.924115533462547,0.148860597548827,1.01470764315603,0.340043707307714,2.540009891466,3A,FR
France,France,1967,EFConsPerCap,0.112282409990878,2.69115082177725,1.02760901795579,0.26919670654002,0.527011835276501,0.51440262384698,5.14165341538741,3A,FR
France,France,1968,BiocapPerCap,0.114604023670475,0,0.884004964054353,0.147109839422569,1.06308479653248,0.335531836527033,2.54433546020691,3A,FR
France,France,1968,EFConsPerCap,0.114604023670475,2.74691616311439,0.956666549647959,0.301615862851949,0.567493253210207,0.507600489232528,5.19489634172751,3A,FR
France,France,1969,BiocapPerCap,0.113942069189298,0,0.867774627180057,0.145984821332854,1.06315233581405,0.333564188557745,2.52441804207401,3A,FR
France,France,1969,EFConsPerCap,0.113942069189298,2.90381155427937,0.928780884280033,0.251149409748267,0.575326825084268,0.550324791270133,5.32333553385137,3A,FR
France,France,1970,BiocapPerCap,0.111027361649842,0,0.829560622696474,0.144696892000549,1.05960037018192,0.320125651228893,2.46501089775768,3A,FR
France,France,1970,EFConsPerCap,0.111027361649842,3.46002926215958,0.904061315539388,0.259071155802266,0.618886542359945,0.54158123350748,5.8946568710185,3A,FR
France,France,1971,BiocapPerCap,0.123598823301347,0,0.861676708249675,0.142924680207053,1.0699647055172,0.32532313830529,2.52348805558057,3A,FR
France,France,1971,EFConsPerCap,0.123598823301347,3.54814744782247,0.930465449975954,0.261346510274755,0.594511715642429,0.557369490050932,6.01543943706789,3A,FR
France,France,1972,BiocapPerCap,0.134137644874538,0,0.918700660090015,0.141552923074911,1.0822147411374,0.321152845119801,2.59775881429666,3A,FR
France,France,1972,EFConsPerCap,0.134137644874538,3.41040312190858,0.996729943646563,0.258664927679218,0.610403744016417,0.565293885481091,5.9756332676064,3A,FR
France,France,1973,BiocapPerCap,0.14079400898303,0,0.953979733749189,0.140537483527811,1.08006231963138,0.316739432659498,2.63211297855091,3A,FR
France,France,1973,EFConsPerCap,0.14079400898303,3.91107586619699,1.02393127887096,0.264140329943569,0.659537416976911,0.518386185705681,6.51786508667714,3A,FR
France,France,1974,BiocapPerCap,0.13529856092238,0,0.924264516103461,0.139211860799339,1.07319424579918,0.310540426280347,2.5825096099047,3A,FR
France,France,1974,EFConsPerCap,0.13529856092238,3.80811305240074,0.960244168094917,0.278652151890175,0.677915237069069,0.499970823198471,6.36019399357575,3A,FR
France,France,1975,BiocapPerCap,0.122609478355227,0,0.845882876098099,0.138169595348704,1.06661234357196,0.305575930340363,2.47885022371435,3A,FR
France,France,1975,EFConsPerCap,0.122609478355227,3.58012988437944,0.90493169939743,0.253659378577281,0.575966894752799,0.488765528717954,5.92606286418013,3A,FR
France,France,1976,BiocapPerCap,0.110731593088049,0,0.750913320534663,0.137407332517346,1.05989480049819,0.301034914957076,2.35998196159533,3A,FR
France,France,1976,EFConsPerCap,0.110731593088049,3.77516662309466,0.819741807041564,0.271683692661378,0.60840368156648,0.549055191217394,6.13478258866952,3A,FR
France,France,1977,BiocapPerCap,0.130043646528939,0,0.876081075967931,0.136485240442406,1.05416238042983,0.295600684939253,2.49237302830836,3A,FR
France,France,1977,EFConsPerCap,0.130043646528939,3.55783559904346,0.977756732655336,0.274322646793847,0.60064071213581,0.513969123586118,6.05456846074351,3A,FR
France,France,1978,BiocapPerCap,0.141718728942316,0,0.962778307399252,0.135745385591805,1.04588027696302,0.292678117835097,2.57880081673149,3A,FR
France,France,1978,EFConsPerCap,0.141718728942316,3.67918102230433,1.09538318431999,0.272093026640322,0.607047251646504,0.53203723915921,6.32746045301267,3A,FR
France,France,1979,BiocapPerCap,0.143711308376056,0,0.965995667819072,0.135142926598634,1.03988830842336,0.290190446265866,2.57492865748299,3A,FR
France,France,1979,EFConsPerCap,0.143711308376056,3.86478817207275,1.06143380889018,0.256544462919632,0.637301855460019,0.523602187640666,6.4873817953593,3A,FR
France,France,1980,BiocapPerCap,0.157882264511527,0,1.03471004463737,0.134971057339337,1.03183147687361,0.28892543439061,2.64832027775245,3A,FR
France,France,1980,EFConsPerCap,0.157882264511527,3.46915861800563,1.12828245135655,0.293878674328967,0.655971667578483,0.497916808100804,6.20309048388197,3A,FR
France,France,1981,BiocapPerCap,0.155690618755876,0,1.02489077446909,0.133821654279129,1.02464880786913,0.285217101290561,2.62426895666379,3A,FR
France,France,1981,EFConsPerCap,0.155690618755876,3.08221854158475,1.05879537806258,0.297381807233521,0.608830725152221,0.487161159179249,5.69007822996819,3A,FR
France,France,1982,BiocapPerCap,0.161124136155157,0,1.05549805003788,0.132773589592779,1.01849850500796,0.28073907123698,2.64863335203076,3A,FR
France,France,1982,EFConsPerCap,0.161124136155157,2.8873077555015,1.14935219952654,0.276986801881955,0.589380188837413,0.467977934161145,5.53212901606371,3A,FR
France,France,1983,BiocapPerCap,0.152003957070373,0,1.0089139081967,0.13174916949519,1.01351979452589,0.27712562760847,2.58331245689662,3A,FR
France,France,1983,EFConsPerCap,0.152003957070373,2.57284727860118,1.04894128211481,0.287471962372434,0.60381628483403,0.480439361355518,5.14552012634834,3A,FR
France,France,1984,BiocapPerCap,0.188316275996897,0,1.22493731968686,0.130762491475467,1.00715991043252,0.272412469200149,2.82358846679189,3A,FR
France,France,1984,EFConsPerCap,0.188316275996897,2.60873687911118,1.27922102029119,0.276826745082595,0.588844560446857,0.471946264317749,5.41389174524648,3A,FR
France,France,1985,BiocapPerCap,0.185195408334866,0,1.19323157175259,0.129692156936563,1.00160631247929,0.267695379463447,2.77742082896675,3A,FR
France,France,1985,EFConsPerCap,0.185195408334866,2.78023098218657,1.19385973384731,0.308682539187669,0.568733604557083,0.477056061590288,5.51375832970379,3A,FR
France,France,1986,BiocapPerCap,0.166184431204071,0,1.07372302212642,0.128935188383472,0.99869964937106,0.264510201504504,2.63205249258953,3A,FR
France,France,1986,EFConsPerCap,0.166184431204071,2.81984394794101,1.09627714510405,0.319462641330502,0.586799850554258,0.465799420715701,5.4543674368496,3A,FR
France,France,1987,BiocapPerCap,0.185240241022503,0,1.17330383956075,0.128071951914868,0.995199723183587,0.259831320035312,2.74164707571702,3A,FR
France,France,1987,EFConsPerCap,0.185240241022503,2.84013270511737,1.21900372427944,0.332878547448506,0.611373363650698,0.448388596364325,5.63701717788285,3A,FR
France,France,1988,BiocapPerCap,0.197058951877272,0,1.19681522970305,0.127147147476447,0.998167588837478,0.254922146155189,2.77411106404943,3A,FR
France,France,1988,EFConsPerCap,0.197058951877272,3.0197431840418,1.23631106887383,0.308145066113272,0.780104501364682,0.43781140715134,5.97917417942219,3A,FR
